1.93668013022, -1.45784825559, 79.4831237502
2.19235063062, -1.58912907650, 79.3539173938
2.70397517480, -1.84479530594, 79.0902628198
3.48361601549, -2.24444622782, 78.7302898769
4.26137851092, -2.56733564355, 78.3053136881
5.06846074834, -2.80830065870, 77.8788617699
5.84213445566, -3.05156746888, 77.3666385864
6.67458933470, -3.47678303432, 77.2050772935
7.57037797024, -3.75973037362, 77.0723221771
8.42669792229, -4.14964449230, 77.0052716782
9.24777662748, -4.61658132919, 76.9556765336
10.1059938047, -5.01940529948, 76.8953004853
10.8584369979, -5.58991867038, 76.8988225224
11.6174092682, -6.15680144310, 76.8891034756
12.3313127665, -6.76829966200, 76.8663009361
12.8842935796, -7.54224250727, 76.8255771223
13.4577031336, -8.29261383002, 76.7711987865
14.1103204091, -8.97482661645, 76.7893598133
14.7811763818, -9.64062486191, 76.8183548367
15.4470788551, -10.3120399025, 76.8340521422
16.1232323366, -10.9650419538, 76.9329946783
16.8207734781, -11.6033492069, 77.0152797959
17.4225129714, -12.3188486419, 77.0809493571
17.9062606458, -13.1332422353, 77.1672201271
18.4456608933, -13.8904687717, 77.3348566545
18.9743611426, -14.6536233224, 77.4588499674
19.6423584983, -15.3722526399, 77.5581903113
19.7751735789, -16.2758588599, 77.6981930746
19.9812257727, -17.1784763935, 77.4007306733
20.1749173245, -18.0750568604, 77.1961849633
20.3333532369, -19.0046325492, 77.0876206167
20.4776384390, -19.9228559203, 76.9432894834
20.7107298550, -20.8551456897, 76.8539497838
20.6027471257, -21.7425221834, 76.5804111362
20.3904629463, -22.6088489256, 76.2546770400
20.1964577383, -23.4841805157, 75.9561522070
20.0336380950, -24.3445424660, 75.6009857698
19.8838893156, -25.2096658170, 75.2485302841
19.7932029401, -26.0701875980, 74.8688912720
19.6737505175, -26.9031548328, 74.4390671791
19.5597325835, -27.7346575742, 74.0012641026
19.3751934991, -28.5652806463, 73.5940507318
19.1361946229, -29.4107478947, 73.2363939337
18.9056325219, -30.1981502562, 72.7738411940
18.8411730862, -30.8912615326, 72.1310665600
18.6311264284, -31.6802640016, 71.5908501063
18.8305294467, -32.1748873321, 70.8160520916
19.0299207181, -32.6802782780, 70.0391436864
19.3164206575, -33.1002442731, 69.2413436438
19.5859697015, -33.4952958066, 68.4285521450
19.7909807591, -33.9315008386, 67.6036387924
20.1614953278, -34.1639278896, 66.7751184351
20.4559289346, -34.4137957252, 65.9149658689
20.7792987923, -34.8307951771, 65.1201430435
21.2704111499, -35.0631551929, 64.3431485417
21.7541583915, -35.3510937617, 63.5812397516
22.1511751517, -35.5294885431, 62.7412297839
22.7051282231, -35.6152439307, 61.9760712786
22.7356056793, -36.1759725321, 61.1743431321
22.6567956378, -36.7759759847, 60.4577422608
22.5450978479, -37.3503771872, 59.7092228468
22.5598853170, -37.8493779229, 58.9069630014
22.6650993763, -38.4221297362, 58.1606541314
22.7071502219, -38.9612966980, 57.3830117378
22.7587132407, -39.6433126400, 56.7262783803
22.8581895888, -40.2922644867, 56.0449391133
22.7853237399, -40.9570726911, 55.3722394634
22.7644218804, -41.6265282303, 54.7063195565
22.6485725280, -42.2589998693, 54.0113300986
22.5590180803, -42.9039935330, 53.3262723081
22.4516930962, -43.5333843173, 52.6293191958
22.3347064756, -44.1683195418, 51.9374601960
22.3111677775, -44.7077554146, 51.1589129866
22.2509333909, -45.2730057182, 50.4026904327
22.2091824756, -45.7945562708, 49.6194620666
22.0873055041, -46.3929728917, 48.8729563800
22.2660470614, -46.7168488867, 47.9991553676
22.4314695711, -47.0500400423, 47.1309205220
22.5710355347, -47.3883061373, 46.2591548473
22.7945427780, -47.6551252473, 45.3746315410
23.0659902040, -47.8237027952, 44.4978757616
23.5785826641, -47.8231955901, 43.6889180038
24.0208399165, -47.8622167062, 42.8570920438
24.4852678679, -47.8888533436, 42.0344849934
24.9208197897, -47.9165953761, 41.1913259825
25.5121937239, -48.0200464136, 40.4592722650
26.0755231465, -48.1301580005, 39.7073813442
26.6476015042, -48.1123271860, 38.9539739685
27.2275974658, -48.1188942361, 38.2068406446
27.9149842754, -48.0135263405, 37.5610282953
28.5663283664, -47.9291581458, 36.8819090527
29.2878604554, -47.7694845442, 36.2890332822
29.9978927212, -47.6230661426, 35.6823942875
30.6830026634, -47.4997720453, 35.0435683675
31.3450496471, -47.4178034314, 34.3663447183
31.8373723867, -47.3945057120, 33.5543283350
32.2016543531, -47.4605960551, 32.6924109743
32.3203521333, -47.6400599804, 31.7661135907
32.4462859697, -47.8352345615, 30.8449285474
32.2162011500, -48.1354285099, 29.9649197863
32.1057784669, -48.3822917069, 29.0568978229
32.1347728997, -48.5689242422, 28.1299069191
32.2738391500, -48.7259662836, 27.2227863045
32.3134616141, -48.8447986306, 26.2259196132
33.0730291865, -48.6355773476, 25.5861947631
33.6898424108, -48.4316412121, 24.9381604595
34.4230960599, -48.1434314389, 24.3885355640
35.2037961862, -47.8211094805, 23.9793031503
36.0369857700, -47.4549646136, 23.7301254800
36.9035256924, -47.0426001312, 23.7425376959
37.7312654676, -46.6754604156, 23.4856129273
38.5315046273, -46.3564055494, 23.0993176610
39.3138226794, -45.9730867137, 22.7045476036
39.9418949279, -45.6727032606, 22.0760909855
40.5123395229, -45.4334323893, 21.3511128259
40.8053213856, -45.3199398155, 20.4548325433
40.9194813191, -45.2403347864, 19.5288364829
40.6549338061, -45.3740995378, 18.6070720433
40.5023039158, -45.4768809347, 17.6831115557
40.2160611306, -45.5336324488, 16.7831229836
39.9562200813, -45.5126340700, 15.8737299399
39.7320302027, -45.4861752155, 14.9570437206
39.6852395455, -45.4200197759, 14.0088732940
39.4289014000, -45.1847140611, 13.1104626210
39.7542666634, -44.7670069914, 12.2863118834
39.8682357607, -44.4188447006, 11.4073522885
40.3887310551, -43.9598732071, 10.7373036658
40.7599673902, -43.5594630614, 9.94947168434
41.3312730331, -43.2297554888, 9.78030476525
41.5451890095, -43.0651230623, 9.62925840299
