-17.2776878616, -31.2344624400, 68.5174187271
-17.2380784015, -31.3827119697, 68.5168233503
-17.1588594812, -31.6792110290, 68.5156325966
-16.6483590074, -32.6434251093, 68.4171701545
-16.4314807308, -33.5537627859, 67.1524302419
-15.7484555821, -34.6961040697, 66.4491704062
-15.4486473258, -35.8149579292, 65.5186080426
-15.0386068921, -36.8677913950, 64.5477513022
-14.2964037628, -37.9095335136, 63.7762688427
-13.4176640660, -38.8297164541, 63.0079003295
-12.6554862075, -39.7430301562, 62.1174771591
-11.7906913740, -40.5245587366, 61.1911035522
-11.2483013592, -41.1220447773, 59.9000605748
-10.3149636281, -41.8622712832, 59.0440683728
-9.36302475580, -42.9810136468, 58.5533919237
-8.15290122398, -43.8555546956, 58.8131114860
-6.87671498879, -44.5513059200, 58.9730663063
-5.47856121083, -45.2560623580, 58.9119847671
-4.92144722576, -46.1966472885, 57.8299418839
-4.90376967855, -46.5165814992, 56.3521738567
-4.55887237822, -46.9347365170, 54.9870347656
-4.01969334393, -47.6486102399, 53.7340088251
-2.75933741600, -48.2258407030, 53.0805922603
-1.20677655771, -48.1845516427, 53.2787388938
0.13066025811, -48.9377103587, 53.2763276969
1.32579761214, -49.1112881020, 52.2843727679
2.78038767601, -49.4542652206, 51.9580983837
3.72592002284, -49.5180267877, 52.3883749971
4.02735216708, -49.5132145221, 52.4905909558
4.17806823920, -49.5108083892, 52.5416989351
