4.22972530866, 14.9235612033, 28.9712789089
4.53752345434, 14.9239536677, 28.7962486592
5.13765569372, 14.9060808972, 28.4307894698
6.09584424768, 14.9492381142, 27.9403457732
6.87637507987, 14.7544960508, 27.2793167661
7.49996262770, 14.3420658903, 26.5221155225
8.32736920211, 14.1063307517, 25.8185761662
8.50527062928, 13.3663148650, 25.0120267619
8.74386701602, 12.6806695439, 24.2434230080
8.60217971368, 11.8800971048, 23.5362385060
8.62863981217, 11.1277735006, 22.7937087732
8.15763371917, 10.2544678042, 22.2284701327
8.46926309267, 9.61414430771, 21.4645641601
8.50137189222, 8.75964689816, 20.6223579282
9.41403140807, 8.67688037503, 20.1205529340
10.3560084148, 8.63933957814, 19.6252735881
11.3062880065, 8.52857885675, 19.1699260117
12.2809792477, 8.47181073672, 18.7567913569
13.2738642762, 8.53518527734, 18.4411812810
14.3912957239, 8.76584678400, 18.2439722505
14.9919216272, 8.20835851608, 17.4745151949
15.5963967355, 7.50046280554, 17.0496022265
15.7074111179, 6.54984684855, 16.4663731688
15.7592502021, 5.70240866097, 15.9775105512
15.3072795375, 4.73683750259, 15.5217745573
14.3572971298, 4.22992600414, 15.4000470075
13.5826686614, 3.52969992387, 15.3239005295
12.6681520717, 2.89355253472, 15.2742577119
12.5079800809, 2.22610744091, 14.9439695963
12.3396630893, 1.94014045435, 14.8371052736
